,inst,adjBidPx,adjBidStatus,adjBidTime,adjMidPx,adjMidVW,adjMidStatus,adjMidTime,adjAskPx,adjAskStatus,adjAskTime,adjLastPx,adjLastStatus,adjLastTime,LastBestBidPx,LastBestBidSz,LastBestBidTime,LastBestAskPx,LastBestAskSz,LastBestAskTime,EventTime,BidPx,BidPrice,BidSz,AskPx,AskPrice,AskSz,TimeInForce,QuoteTime,TradePx,TradePrice,TradeSz,TradeTime,insertTime,Status,Source,refYield,quoteType,contractId,settlementDate,ClosePx,CloseTime,EventType,Price,Size,Time,RealBidPx,RealBidSz,RealBidSc,BidLastRefreshTime,RealAskPx,RealAskSz,RealAskSc,AskLastRefreshTime,LastFuncCallTime,ZSpread,ValidToTime,LastThresholdUseTime,check,diff,diffNum,date
1796,180206.IB,4.2825,indic/old,43339.6009837963,4.28125,4.28125,Tight,43339.624903831,4.28,real,43339.624903831,4.28,real,43339.6094936921,4.285,1000.0,8/27/2018 2:59:51 PM,4.28,1000.0,43339.624903831,43339.624903831,4.285,-,1000.0,4.28,-,1000.0,60,43339.624903831,-,-,0,-,43339.6249382755,TwoSide,CFIC-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/27/2018 2:59:51 PM,-,-,-,8/27/2018 2:59:51 PM,-,-,-,-,False,0.6249038309979369,0.6249038309979369,43339
2971,180206.IB,4.27,indic/old,43336.608721678196,4.26625,4.26999625187406,Tight,43336.6216180787,4.2625,indic/old,43336.6139148032,4.27,real,43336.608721678196,4.28,5000.0,8/24/2018 2:55:07 PM,4.26,3000.0,43336.6216180787,43336.6216180787,4.28,-,5000.0,4.26,-,3000.0,60,43336.6216180787,-,-,0,-,43336.6216430787,TwoSide,TJXT-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/24/2018 2:55:07 PM,-,-,-,8/24/2018 2:55:07 PM,-,-,-,-,False,0.6216180787014309,0.6216180787014309,43336
3729,180206.IB,4.28,indic/old,43335.619583333304,4.2775,4.275,Wide,43335.617928240696,4.27,indic/old,43335.619583333304,4.28,real,43335.6007787384,4.30000503000046,50000000.0,8/23/2018 3:00:10 PM,4.22250115158559,30000000.0,43335.625115740695,43335.625115740695,4.30000503000046,102.404,50000000.0,4.22250115158559,102.8498,30000000.0,60,43335.6251157407,-,-,0,-,43335.6251216435,TwoSide,cfets,-,PRICE,180206.IB_PKBond,8/24/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/23/2018 3:00:10 PM,-,-,-,8/23/2018 3:00:10 PM,-,-,-,-,False,0.617928240695619,0.617928240695619,43335
5035,180206.IB,4.29,real,43334.6198177894,4.2875,4.288125,Tight,43334.6198177894,4.285,indic/old,43334.6171904977,4.285,real,43334.6171897569,4.29,3000.0,8/22/2018 2:52:32 PM,4.28,3000.0,43334.6198177894,43334.6198177894,4.29,-,3000.0,4.28,-,3000.0,60,43334.6198177894,-,-,0,-,43334.6335675231,TwoSide,PATR-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/22/2018 2:52:32 PM,-,-,-,8/22/2018 2:52:32 PM,-,-,-,-,False,0.6198177893966204,0.6198177893966204,43334
6060,180206.IB,4.31,real,43333.4146990741,4.305,4.30625,average,43333.4152843866,4.3,real,43333.4152843866,4.3,real,43333.4145717593,4.31,3000.0,8/21/2018 9:57:10 AM,4.3,5000.0,43333.4152843866,43333.4152843866,-,-,0.1,4.3,-,5000.0,60,43333.4152843866,-,-,0,-,43333.4152982639,AskOnly,CFIC-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/21/2018 9:58:00 AM,-,-,-,8/21/2018 9:58:00 AM,-,-,-,-,False,0.4152843866031617,0.4152843866031617,43333
6203,180206.IB,4.29,indic/old,43332.6098360185,4.285,4.28666666666667,Tight,43332.6165277778,4.28,indic/old,43332.6098360185,4.285,real,43332.602786678195,4.3199925729985,30000000.0,8/20/2018 2:47:48 PM,4.2499940166706605,50000000.0,43332.6165277778,43332.6407951042,-,-,0.1,-,-,0.1,60,43332.6407951042,-,-,0,-,43332.6407955556,Quote withdrawn,TJXT-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/20/2018 3:22:44 PM,-,-,-,8/20/2018 3:22:44 PM,-,-,-,-,False,0.6165277777981828,0.6165277777981828,43332
7797,180206.IB,4.28,real,43329.4497278704,4.2625,4.27,Wide,43329.406407662005,4.26,real,43329.4497278704,4.26,real,43329.4057602315,4.28,2000.0,8/17/2018 10:47:36 AM,4.26,2000.0,43329.4497278704,43329.4497278704,4.28,-,2000.0,4.26,-,2000.0,60,43329.4497278704,-,-,0,-,43329.449740219905,TwoSide,TJXT-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/17/2018 10:47:36 AM,-,-,-,8/17/2018 10:47:36 AM,-,-,-,-,False,0.40640766200522194,0.40640766200522194,43329
7924,180206.IB,4.235,indic/old,43328.6209040046,4.2325,4.233125,average,43328.6216027894,4.23,real,43328.6216027894,4.23,real,43328.6209032639,4.24,6000.0,8/16/2018 2:54:06 PM,4.23,5000.0,43328.6216027894,43328.6216027894,-,-,0.1,4.23,-,5000.0,60,43328.6216027894,-,-,0,-,43328.621625706,AskOnly,CFIC-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/16/2018 2:55:06 PM,-,-,-,8/16/2018 2:55:06 PM,-,-,-,-,False,0.6216027893970022,0.6216027893970022,43328
8148,180206.IB,4.23,indic/old,43328.398587963,4.18375,4.18000136359917,Wide,43327.608125,4.18,real,43328.398587963,4.19,real,43327.608125,4.19,5000.0,8/16/2018 9:32:27 AM,4.18,3000.0,43328.398587963,43328.398587963,-,-,0.1,4.18,-,3000.0,60,43328.398587963,-,-,0,-,43328.3985921296,AskOnly,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/16/2018 9:33:58 AM,-,-,-,8/16/2018 9:33:58 AM,-,-,-,-,False,0.6081249999988358,0.6081249999988358,43327
239,180208.IB,3.7299871974082,real,43341.6261805556,3.7262467993520496,3.7081692111451696,Wide,43341.6239197917,3.69998746629653,real,43341.6261805556,3.725,real,43341.6239197917,3.7299871974082,80000000.0,8/29/2018 3:01:42 PM,3.69998746629653,30000000.0,43341.6261805556,43341.6261805556,3.7299871974082,100.8286,80000000.0,3.69998746629653,100.9038,30000000.0,60,43341.6261805556,-,-,0,-,43341.626250902795,TwoSide,cfets,-,PRICE,180208.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 3:01:42 PM,-,-,-,8/29/2018 3:01:42 PM,-,-,-,-,False,0.6239197917020647,0.6239197917020647,43341
2094,180208.IB,3.76,real,43340.6277199074,3.745,3.7533333333333303,Wide,43340.6244444444,3.74,real,43340.6277199074,3.745,real,43340.6207003935,3.77499967581771,50000000.0,8/28/2018 3:04:08 PM,3.7399956311101,30000000.0,43340.6278703704,43340.6278703704,3.77499967581771,100.7167,50000000.0,3.7399956311101,100.8044,30000000.0,60,43340.6278703704,-,-,0,-,43340.6279173843,TwoSide,cfets,-,PRICE,180208.IB_PKBond,8/29/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/28/2018 3:04:08 PM,-,-,-,8/28/2018 3:04:08 PM,-,-,-,-,False,0.6244444444018882,0.6244444444018882,43340
4442,180208.IB,3.75,real,43339.6247512037,3.7475,3.74875,Tight,43339.6249984954,3.745,real,43339.6247512037,3.745,real,43339.6241435185,3.89161571623344,50000000.0,8/27/2018 2:59:59 PM,3.7399843095718395,30000000.0,43339.6249984954,43339.6249984954,3.89161571623344,100.4258,50000000.0,3.73998430957184,100.8053,30000000.0,60,43339.6249984954,-,-,0,-,43339.6250009722,TwoSide,cfets,-,PRICE,180208.IB_PKBond,8/28/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/27/2018 2:59:59 PM,-,-,-,8/27/2018 2:59:59 PM,-,-,-,-,False,0.624998495397449,0.624998495397449,43339
6470,180208.IB,3.69,real,43336.6245138889,3.685,3.68285714285714,Tight,43336.624518773104,3.68,real,43336.624518773104,3.69,estimated,43336.6245023148,3.695,5000.0,8/24/2018 2:59:18 PM,3.68,2000.0,43336.624518773104,43336.624518773104,3.695,-,5000.0,3.68,-,2000.0,60,43336.6245187731,-,-,0,-,43336.6249241435,TwoSide,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/24/2018 2:59:18 PM,-,-,-,8/24/2018 2:59:18 PM,-,-,-,-,False,0.6245187731037731,0.6245187731037731,43336
8228,180208.IB,3.69500381309394,indic/old,43335.617314409705,3.6900109243628103,3.6950038129940803,Tight,43335.6249421296,3.68501803563169,indic/old,43335.6128125,3.69,real,43335.617314409705,3.7049930815198304,30000000.0,8/23/2018 2:59:55 PM,3.67998684312789,30000000.0,43335.6249421296,43335.6249421296,3.70499308151983,100.897,30000000.0,3.67998684312789,100.9601,30000000.0,60,43335.6249421296,-,-,0,-,43335.6249537384,TwoSide,cfets,-,PRICE,180208.IB_PKBond,8/24/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/23/2018 2:59:55 PM,-,-,-,8/23/2018 2:59:55 PM,-,-,-,-,False,0.6249421296015498,0.6249421296015498,43335
10748,180208.IB,3.775,indic/old,43334.6242484838,3.7725,3.7749975016880297,Wide,43334.6242484838,3.76000762987382,real,43334.6290625,3.775,real,43334.6221087269,3.77501241869781,70000000.0,8/22/2018 3:06:00 PM,3.75500778416309,50000000.0,43334.6291704861,43334.6291704861,3.77501241869781,100.7214,70000000.0,3.75500778416309,100.7718,50000000.0,60,43334.6291704861,-,-,0,-,43334.6291702199,TwoSide,cfets,-,PRICE,180208.IB_PKBond,8/23/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/22/2018 3:06:00 PM,-,-,-,8/22/2018 3:06:00 PM,-,-,-,-,False,0.6242484838003293,0.6242484838003293,43334
12303,180208.IB,3.82,real,43333.6248006713,3.81999387545789,3.81999999959171,Tight,43333.6249074074,3.81998775091578,real,43333.6249074074,3.82,real,43333.623429664396,3.8249941380287797,30000000.0,8/21/2018 2:59:52 PM,3.81998775091578,30000000.0,43333.6249074074,43333.6249074074,3.82499413802878,100.5963,30000000.0,3.81998775091578,100.6089,30000000.0,60,43333.6249074074,-,-,0,-,43333.6249365741,TwoSide,cfets,-,PRICE,180208.IB_PKBond,8/22/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/21/2018 2:59:52 PM,-,-,-,8/21/2018 2:59:52 PM,-,-,-,-,False,0.6249074074003147,0.6249074074003147,43333
13915,180208.IB,3.7694196286791004,indic/old,43332.606368287,3.76235490716977,3.7525000000422994,Wide,43332.6192623148,3.7525,indic/old,43332.6192623148,3.76,real,43332.6192623148,3.77,2000.0,8/20/2018 2:57:14 PM,3.75,5000.0,43332.6230803009,43332.6230803009,3.77,-,2000.0,3.75,-,5000.0,60,43332.6230803009,-,-,0,-,43332.6230925,"Ignored/trade,",TJXT-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/20/2018 2:57:14 PM,-,-,-,8/20/2018 2:57:14 PM,-,-,-,-,False,0.6192623148017447,0.6192623148017447,43332
15733,180208.IB,3.7753212879153697,real,43329.6254398148,3.7378125,3.73000755228927,Wide,43329.6249516204,3.73,indic/old,43329.6249516204,3.74,real,43329.6249516204,3.7757172018305702,30000000.0,8/17/2018 3:01:10 PM,3.6799871202202796,30000000.0,43329.6258101852,43329.6258101852,3.77571720183057,100.722,30000000.0,3.67998712022028,100.9642,30000000.0,60,43329.6258101852,-,-,0,-,43329.6258226042,TwoSide,cfets,-,PRICE,180208.IB_PKBond,8/20/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/17/2018 3:01:10 PM,-,-,-,8/17/2018 3:01:10 PM,-,-,-,-,False,0.6249516203970416,0.6249516203970416,43329
16968,180208.IB,3.67,real,43328.6246064815,3.65625,3.65461538461538,Wide,43328.6240527431,3.65,real,43328.6246064815,3.66,real,43328.6240527431,3.7000151805705697,80000000.0,8/16/2018 2:59:45 PM,3.6200048381271297,30000000.0,43328.6248263889,43328.6248263889,3.70001518057057,100.9164,80000000.0,3.62000483812713,101.1199,30000000.0,60,43328.6248263889,-,-,0,-,43328.6248341898,TwoSide,cfets,-,PRICE,180208.IB_PKBond,8/17/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/16/2018 2:59:45 PM,-,-,-,8/16/2018 2:59:45 PM,-,-,-,-,False,0.6240527431000373,0.6240527431000373,43328
